27.03.2016,Овен,"
В первой половине дня над Овнами будет властвовать эмоциональность, которая не позволит заняться активной деятельностью, но зато простимулирует вдохновение. Вечером на первый план выйдет практичность, аккуратность и щепетильность.
"
28.03.2016,Овен,"
Овнам поручат сегодня кучу мелких дел. Однако со всеми вы просто не сможете справиться, поскольку ваши мысли заняты глобальными вопросами. Не стоит ввязываться в авантюрные мероприятия. Если вас посылают в командировку, тщательно обдумайте все детали поездки.
"
29.03.2016,Овен,"
В начале дня Овны будут заняты рутинными делами. А вот вечером вы сможете заняться стратегическим планированием своих будущих проектов. Общение с официальными инстанциями станет напряженным, но при этом вы получите конкретные результаты. 
"
30.03.2016,Овен,"
Звезды не запрещают Овнам проявлять свою индивидуальность, но необходимо знать границы. Если вы слышите больше критики, чем похвальбы, стоит задуматься. Сегодня вам придется обсудить какой-то важный вопрос с одним из ваших родителей.
"
31.03.2016,Овен,"
В первой половине дня Овнам не стоит ждать определенности от общения. Предпочтительнее предварительные договоренности. После обеда увеличится эмоциональность и на первый план выйдет финансовая сторона переговоров.
"
1.04.2016,Овен,"
Овнам сегодня стоит прислушаться к интуиции, поскольку она подскажет верный путь для решения проблем. В личной жизни возрастает интерес к ее интимной стороне. Причем, этот интерес будет глубоким и осмысленным.
"
2.04.2016,Овен,"
С одной стороны Овны стали активнее, с другой стороны зацикленность на материальной стороне жизни и проблемах мешает мыслить оригинально и современно. Постарайтесь перенести все важные дела на вечер, когда вы сможете реализовать весь свой потенциал.
"
3.04.2016,Овен,"
Проявляя все свои способности, Овны, вы сегодня не только добьетесь многого, но и получите ни с чем несравнимое удовольствие. Вечером вы увидите, что даже этого вам мало. Любые отношения будут гармоничными.
"
4.04.2016,Овен,"
У Овнов день хорош для прогулок и встреч, а вот личные инициативы лучше отложить на другое время. Избыток энергии лучше направить на духовную сторону своей жизни и заняться ее усовершенствованием.
"
5.04.2016,Овен,"
У Овнов неплохой день для покупок. При этом звезды советуют быть осторожней, поскольку велика вероятность перерасхода.  Также стоит быть осторожным при решении материальных или деловых вопросов. Излишняя эмоциональность может помешать положительному исходу.
"
6.04.2016,Овен,"
Для выполнения своих профессиональных обязанностей Овнам придется отказаться от реализации своих планов.  В любом конфликте используйте окольные пути, напрямую идти не стоит.
"
7.04.2016,Овен,"
В первой половине дня Овнам стоит заняться доделыванием  той работы, которая еще не  окончена. При этом здесь более успешными окажутся оригинальные идеи. К вечеру  вас потянет к новому, однако, вам придется действовать строго правилам, экспериментировать не стоит.
"
8.04.2016,Овен,"
Овнам не стоит важных дел решать сегодня, поскольку есть вероятность того, что вы можете ошибиться в расчетах, получить неправильный совет. Вторая половина дня больше подходит для решения личных вопросов, поскольку позволит сосредоточиться на духовном аспекте.
"
9.04.2016,Овен,"
Овнам стоит критичнее относиться к своим идеям и обстановке, поскольку неразумная тяга к новшествам может вылиться в нечто негативное. Звезды не советуют начинать новые проекты, заниматься работой, требующей точности  и не заводить новых знакомств.
"
10.04.2016,Овен,"
Сегодня у Овнов повышается восприимчивость к чему-то тайному и секретному, а также к влиянию внешних источников. В эти сутки наибольшее удовлетворение, как моральное, так и материальное принесут конфиденциальные переговоры.
"
11.04.2016,Овен,"
Овны могут не сомневаться в своем окружении. Вы находитесь в безопасности, поскольку вас всегда поддержат и поймут. Это хорошее время, что подумать о переезде или о путешествии в далекие края.
"
12.04.2016,Овен,"
У Овнов для активных действий благоприятен только вечер. В первой половине дня неопределенность ситуации и настроения не позволит сосредоточиться на работе. Однако если вы захвачены какой-то идеей, даже такая обстановка вас не остановит.
"
13.04.2016,Овен,"
Проявлять себя свободно и не бояться чужого мнения могут сегодня Овны. Однако при этом, звезды не советуют начинать новые проекты, лучше займитесь подведением итогов. А если хотите чем-нибудь заняться, выбирайте проекты, не требующие много времени и внимания.
"
14.04.2016,Овен,"
Реализовать свои идеи в будущем, Овны, полностью навряд ли смогут. Этот день покажет вам насколько будущее туманно. С некоторыми желаниями вам придется распрощаться окончательно, а некоторые пересмотреть.
"
15.04.2016,Овен,"
 Не лучший день у Овнов предстоит сегодня. Весьма вероятны мелкие неприятности, которые способны вывести из себя даже самого спокойного человека. Звезды не советуют решать важные дела, вести переговоры.
"
16.04.2016,Овен,"
Данные сутки способствуют накоплению личного капитала Овнов. Даже если вы почувствуете, что тратите больше, не беспокойтесь, все идет так как надо, поскольку благодаря порыву, вы можете приобрести вещь, которая прослужит вам долго и честно.
"
17.04.2016,Овен,"
У Овнов неплохой день для поездок, путешествий, преподавательской деятельности, покупки печатных изданий. Также вы можете вспомнить старое умение, которое сейчас может понадобиться. Главное, сосредоточьтесь не на себе, а на окружающем мире.
"
18.04.2016,Овен,"
У Овнов хороший момент, чтобы пересмотреть круг своих знакомств. Вполне возможно, что сегодня вы узнаете даже больше, чем хотели бы. Кроме того не стоит доверять щедрым обещаниям близких. Они не хотят вас подвести, просто сегодня не их день.
"
19.04.2016,Овен,"
Непредвиденные трудности ждут Овнов в первой половине дня . Вам будет трудно найти нужную информацию или встретиться с нужными людьми. К вечеру вам стоит переключить свое внимание на вопросы домашнего очага.
"
20.04.2016,Овен,"
Хороший день у Овнов для общения с членами семьи. Вы не только найдете общие точки соприкосновения и сможете обсудить насущные проблемы, но и сделаете то, на что раньше не было времени. Также это благоприятное время чтобы пересмотреть семейный бюджет или заняться имущественными вопросами.
"
21.04.2016,Овен,"
Овнам необходимо пересмотреть свой семейный быт. Сейчас вы только начинаете понимать, что уважение к старшим это залог спокойствия и безмятежности в семье. Вечером можете заняться какой-то энергичной деятельностью, только не будьте слишком упрямы в отстаивании своей правоты.
"
22.04.2016,Овен,"
Активный день предстоит Овнам. Если ваше здоровье вам позволит, можете заняться тяжелой физической работой или тренировкой. В профессиональной сфере деятельность будет сопряжена с риском. Будьте внимательны -  есть вероятность потери средств или времени.
"
23.04.2016,Овен,"
Первая часть суток у Овнов будет достаточно спокойной. Ваша творческая энергия так и пышет. Однако сейчас вы не сможете ей воспользоваться, поскольку вам мешают некоторые недопонимания с коллегами или домочадцами. Перенесите важную работу на вечер, когда вы будете настроены более практично.
"
24.04.2016,Овен,"
Будьте аккуратны и сосредоточены при выполнении любого дела, Овны. Это особенно касается материальной стороны вашей жизни. Не стоит принимать важное решение о каких-либо крупных тратах, поскольку вы не объективны, но анализ ситуации поможет сберечь деньги и в будущем.
"
25.04.2016,Овен,"
Не стоит ждать сегодня спокойствия Овнам. День будет напряженным на столько, что у вас возникнет желание бросить работу и своих коллег. Однако не стоит торопиться, поскольку ваши намерения могут вскоре измениться.
"
26.04.2016,Овен,"
Неоднозначный день ждет Овнов . Для достижения вашей цели вам понадобиться вложить огромное количество сил и денежных средств, однако не факт что вы победите, вполне возможно придется пойти на компромисс.
"
27.04.2016,Овен,"
Приятный день. Овнам стоит расслабиться и получать удовольствие. Общение с людьми доставит массу приятных впечатлений, которые вы получите не только от контактов с близкими друзьями, но даже от незнакомцев.
"
28.04.2016,Овен,"
У Овнов возрастет потребность рискнуть всем, что у него есть. Что касается материальной сферы, то здесь вам придется решить, что делать дальше и начать это делать. Вы не сможете чувствовать себя свободным, поскольку полностью сконцентрируетесь на этой проблеме.
"
