11.06.2013;Дева;"
У Дев довольно неопределенные планы. Внести некоторую ясность поможет знание процессов, происходящих повсеместно. Это может быть даже прогноз погоды. Так или иначе, но вы добьетесь желаемого, если не будете предавать большого значения материальным проблемам.
";;;;;;;;;;;
11.06.2013;Весы;"
Весы задумываются о высоких материях. Ощущение необходимости перемен заставляет вас менять отношение ко многим привычным вещам. Как бы там ни было, не позволяйте чувству обреченности овладеть вами - все в ваших руках, всегда можно что-либо изменить удобным для себя образом.
";;;;;;;;;;;
11.06.2013;Скорпион;"
Скорпионы неожиданно окажутся спонсорами досуга близких людей. Сделать приятное для человека, который вам не безразличен, поможет знание его увлечений, а также творческий подход и способность идти на один шаг вперед.
";;;;;;;;;;;
11.06.2013;Стрелец;"
У Стрельцов возникает сложный конфликт. Кроме того он может быть еще и довольно масштабный, например, судебное разбирательство. Стойте на страже своих интересов, особенно если вы наблюдаете явно несправедливое нарушение своих прав.
";;;;;;;;;;;
11.06.2013;Козерог;"
Козероги ищут новые пути для самореализации. Предположительно, это смена места жительства, работы, или круга интересов. Успех обеспечен в том случае, если вы готовы к некоторой нестабильности и риску.
";;;;;;;;;;;
11.06.2013;Водолей;"
Гарантированы новые впечатления или резкая смена настроений у Водолеев. Особенно в случае, если вы родились на границе с Козерогом. В остальном день может не оправдать возложенных надежд, так что существенные мероприятия лучше перенести на другое время.
";;;;;;;;;;;
11.06.2013;Рыбы;"
Рыбам удастся вызвать у людей симпатию, даже если вы сделаете это неосознанно. Отвлекитесь от шаблонных представлений - интуиция подскажет верное направление. Лучше всего будет заняться повседневными делами, пока вокруг все восхищаются вашей непредсказуемостью.
";;;;;;;;;;;
12.06.2013;Овен;"
Овны ведут двойную игру. Опасные авантюры могут оказаться удачными, но совесть будет стоять на страже всякий раз, когда вы проявляете неискренность. Цель не всегда оправдывает средства, поэтому воздержитесь от явно противоречащих нормам способов обретения желаемого.
";;;;;;;;;;;
12.06.2013;Телец;"
Тельцы удачно вписываются в общую картину . Ваши коллективные начала позволят вам уловить направление общественных интересов. Кроме того, есть отличная возможность поддержать людей в их намерениях относительно изменения жизни к лучшему.
";;;;;;;;;;;
12.06.2013;Близнецы;"
Близнецы могут чувствовать отрешенность от мира и некоторое недопонимание со стороны окружающих людей. Тем не менее, это дает шанс выявить из толпы интересные личности, знакомство с которыми позволит что-либо изменить в вашей жизни.
";;;;;;;;;;;
12.06.2013;Рак;"
Личная жизнь Раков кажется далекой от идеала. Даже в случае, когда вы ясно осознаете несостоятельность некоторых возвышенных представлений, все может оказаться намного интереснее на самом деле. Не спешите разочаровываться - всякий человек, как открытая книга, пока не прочтешь до конца, так и не найдешь самое интересное.
";;;;;;;;;;;
12.06.2013;Лев;"
Львам рекомендуется ненадолго покинуть привычный ореол обитания. Разрядка необходима. Ваша работоспособность не безгранична. К тому же общение в ненавязчивой обстановке поможет наладить отношения с любимым человеком.
";;;;;;;;;;;
12.06.2013;Дева;"
Девам стоит принять в расчет мнение коллектива. Разумеется бабушке на лавочке возле вашего подъезда не в счет. Их мнение, как правило, основано на представлениях об обществе, далеких от объективных. Однако общее направление в рабочей атмосфере даст вам лучшее представление о ваших обязанностях.
";;;;;;;;;;;
12.06.2013;Весы;"
Весы встретят некоторое сопротивление со стороны людей, находящихся в круге доверия. Причиной этому станет ревность. Ваша уникальная способность быстро сближаться с незнакомыми, заставляет нервничать близких, особенно если они имеют завышенные требование на ваше внимание.
";;;;;;;;;;;
12.06.2013;Скорпион;"
Скорпионам нужно поделиться своими достижениями с теми, кто помог к ним прийти. Это справедливо, так что не обольщайтесь, но и не позволяйте тянуть одеяло на себя тем, кто этого не достоин.
";;;;;;;;;;;
12.06.2013;Стрелец;"
Стрельцы впадают в зависимость от общего настроения . Вы окажитесь в круговороте событий, получив при этом заряд энергии, ведь в местах скопления людей обычно происходит интенсивная передача эмоционального состояния. Главное - правильно выбрать место и время.
";;;;;;;;;;;
12.06.2013;Козерог;"
Время - деньги. Эта формула звучит постоянно, но именно она станет девизом Козерогов. Не растрачивайтесь на мелочи и избегайте посторонних поручений. Следуйте исключительно собственным путем.
";;;;;;;;;;;
12.06.2013;Водолей;"
Водолеев займет новая романтическая история. Однако в случае, если вы уже связаны какими-либо отношениями, стоит отдавать себе отчет в том, какими последствиями чреваты подобные увлечения. Также энергию можно направить в русло общественно полезной деятельности.
";;;;;;;;;;;
12.06.2013;Рыбы;"
Рыб подстерегает удача. Несмотря на то, что вам не хочется участвовать в публичных празднествах, вы сможете найти компанию себе по душе. Хоть и не полностью, но в ответ на искреннее отношение, все же придется раскрыться.
";;;;;;;;;;;
13.06.2013;Овен;"
У Овнов активное развитие во взаимоотношениях с противоположным полом. Но, как это обычно бывает, на работе данное обстоятельство складывается не лучшим образом. Впрочем, жизнь состоит не только из работы, хоть об этом и мечтают работодатели.
";;;;;;;;;;;
13.06.2013;Телец;"
Тельцам предстоит совершить важный шаг в своем внутреннем развитии. Расширить границы самопознания поможет близкий человек, что неизменно приведет к укреплению отношений.
";;;;;;;;;;;
13.06.2013;Близнецы;"
Близнецам пора подумать о будущем. Причем подобные мысли будут направлены скорее на то, какими вы видите себя в будущем, какие черты характера хотели бы себе привить, и от каких привычек избавиться. Подобные размышления могут отвлечь от повседневных хлопот, но также и зададут верное направление.
";;;;;;;;;;;
13.06.2013;Рак;"
Раков ожидает неожиданный поворот в оценке ситуации. То, что вам казалось ненужным и далеким, в одночасье станет необходимо. Коварность ситуации заключается в том, что новые увлечения, скорее всего, недолго останутся актуальными, тем не менее, пополнят ваш жизненный опыт бесценными знаниями.
";;;;;;;;;;;
13.06.2013;Лев;"
Львы будут далеки от лирического настроение, но, по иронии, это притянет к ним внимание представителей противоположного пола. Скорее всего, подобные связи вам будут не нужны, однако проявлять резкость в отношении к поклонникам чревато. Постарайтесь выйти из сложившейся ситуации достойно.
";;;;;;;;;;;
13.06.2013;Дева;"
Девам рекомендуется обратить внимание на физическое состояние. При малоподвижной работе следует переключиться на активный отдых и занятия спортом. При активных нагрузках стоит подумать о здоровье - все-таки деньги не стоит зарабатывать только для того, чтобы потратить их на восстановления здоровья впоследствии.
";;;;;;;;;;;
13.06.2013;Весы;"
Весов будут одолевать сомнения по поводу правильности выбора жизненного пути. Преодолеть подобное состояние поможет внезапное знакомство с уверенным, жизнерадостным человеком. Ваше стремление к дискуссиям только разовьет взаимный интерес.
";;;;;;;;;;;
13.06.2013;Скорпион;"
Самосознание Скорпионов будет ознаменовано исчезновением принципиальной основы. Ваши традиционные ценности пойдут вразрез с тенденциями общественных стандартов. Не теряйтесь - в возникшей ситуации стоит заняться поиском единомышленников.
";;;;;;;;;;;
13.06.2013;Стрелец;"
Начинания Стрельцов получат необходимый импульс для начала действия. Успехи в обучении особенно велики, так как общая тенденция - самоопределение. Изучите то, что вас давно интересовало, даже если это не пригодится впоследствии профессионально. Подобные знания расширят кругозор и пополнят список приятных увлечений.
";;;;;;;;;;;
13.06.2013;Козерог;"
Козерогам представится возможность утвердиться на поприще наставничества. В вашем опыте нуждаются близкие люди. Тем более высок успех, чем более ваша профессия связана с преподавательской деятельностью.
";;;;;;;;;;;
13.06.2013;Водолей;"
Водолеям стоит очередной раз убедиться в своей правоте относительно основных жизненных позиций. Действуйте энергичнее. Не оглядывайтесь на общественное мнение - люди много говорят, но очень часто даже не думают о сказанном, хотя это существенно влияет на самооценку каждого отдельного индивидуума.
";;;;;;;;;;;
13.06.2013;Рыбы;"
Профессия Рыб покажется им неинтересной, или непрестижной. В любом случае о смене рода деятельности думать пока рано. Откройте заключенные в вашем деле неизвестные детали, попробуйте глубже разобраться - это обеспечит профессиональный рост, а также повысит способность к обучению.
";;;;;;;;;;;
14.06.2013;Овен;"
Овнам рекомендуется воздержаться от шуток. Они могут не только поставить вас в неудобное положение, но и обнажить глубоко скрываемые вами свойства натуры.
";;;;;;;;;;;
14.06.2013;Телец;"
Тельцы обретут новые финансовые перспективы. Чтобы они так и не остались перспективами, придется немного поработать, или перепоручить выполнение культурной программы исполнительным людям.
";;;;;;;;;;;
14.06.2013;Близнецы;"
Даже если дело касается семьи, у Близнецов есть отличная возможность почувствовать себя начальником. Однако не обольщайтесь, власть - штука переменчивая, может ускользнуть в самый неподходящий момент.
";;;;;;;;;;;
14.06.2013;Рак;"
Раки будут страдать от неразделенной любви. Роковое стечение обстоятельств определяет выбор между традиционными и текущими ценностями. Возможно, вам потребуется совет, и тогда можете смело обращаться к людям, вызывающим доверие. Только следите за тем, чтобы это не были Весы.
";;;;;;;;;;;
14.06.2013;Лев;"
Львы подвержены субъективной самооценке. Впрочем, данный вывод применим не только к . 
";;;;;;;;;;;
14.06.2013;Дева;"
Девы могут устремиться на край пропасти. Вам захочется поэкспериментировать со способами влияния на людей в общении. Не удивляйтесь, если ваше поведение сочтут странным.
";;;;;;;;;;;
14.06.2013;Весы;"
Весам рекомендуется воздержаться от комментариев на тему чьих-либо проблем. Особенно от комментариев на тему проблем Раков - они без вас запутались и не могут разобраться.
";;;;;;;;;;;
14.06.2013;Скорпион;"
Скорпионам может прийти в голову повоевать с кем-нибудь. В конце концов - это острые ощущения. Потенциальные противники соседи, начальство, торговые агенты, правительство. 
";;;;;;;;;;;
14.06.2013;Стрелец;"
Стрельцы на пороге нового открытия. При условии, что вы занимаетесь исследовательской деятельностью, считайте, что вам вообще крупно повезло. А так вы можете прийти к самым заурядным находкам - например, что в домашних условиях можно приготовить что-то, кроме яичницы.
";;;;;;;;;;;
14.06.2013;Козерог;"
Козероги последуют некоторым условностям, что обеспечит стабильное, хоть и не сверхскоростное, движение вперед и гарантированный заработок. Личная жизнь не претерпит существенных изменений, особенно, если она временно отсутствует.
";;;;;;;;;;;
14.06.2013;Водолей;"
Водолеям не стоит полагаться на интуицию . Вы можете перепутать зов сердца с сиюминутной прихотью. Будьте бдительны - не всегда желаемое является необходимым.
";;;;;;;;;;;
14.06.2013;Рыбы;"
Рыбам нужно отдохнуть от повседневной суеты. Просто посидеть пред телевизором, почитать интересную книгу, или прогуляться по улицам напевая знакомую мелодию. Не забывайте, что мир разнообразен и прекрасен.
";;;;;;;;;;;
15.06.2013;Овен;"
Овны ощутят дух соперничества со своей второй половины. Попытки доказать свою самостоятельность и перехватить инициативу, могу привести к отторжению, потере доверия, к снижению качества взаимоотношений.
";;;;;;;;;;;
15.06.2013;Телец;"
У Тельцов предполагается кризис перспектив по службе. Обострится желание сменить род деятельности. Возможно, вы захотите качественно переосмыслить идеологическую основу своей профессии.
";;;;;;;;;;;
15.06.2013;Близнецы;"
Близнецам сулит долгожданный отдых. Смело навещайте друзей, организовывайте давно запланированные встречи. Наконец, просто поспите.
";;;;;;;;;;;
15.06.2013;Рак;"
Раки проведут день спокойно и размеренно. Суета действительно ни к чему - рано или поздно сказываются результаты любого труда, которыми вы можете насладиться в полной мере.
";;;;;;;;;;;
15.06.2013;Лев;"
Львам стоит лучше подготовиться к тому, что придется отстаивать свои интересы. Возможны столкновения мнений по тому или иному поводу с коллегами. Будьте уверены в своей правоте и не отступайте от намеченной цели.
";;;;;;;;;;;
15.06.2013;Дева;"
Девы перейдут в состояние острого внутреннего конфликта. Если семейные идеалы рушатся под натиском карьеры, не торопитесь жертвовать личным счастьем - способов заработать много, а семья, как правило, всего одна.
";;;;;;;;;;;
15.06.2013;Весы;"
Сегодня - сложный день для Весов. Сегодня трудно будет найти компромисс даже с самим собой. Вас могут одолевать сомнения и неуверенность. Положитесь на близкого человека, отказываться от помощи - не всегда значит быть свободным и независимым, иногда ее оказывают вполне бескорыстно.
";;;;;;;;;;;
15.06.2013;Скорпион;"
Скорпионам будет трудно найти взаимопонимание со своей второй половиной. Если вы одиноки - есть вероятность того, что данное обстоятельство скажется на общении с любым близким человеком. Вас трудно понять, вы закрываетесь, и людям бывает трудно догадываться, о чем вы думаете на самом деле.
";;;;;;;;;;;
15.06.2013;Стрелец;"
Стрельцы имеют риск возникновения финансовых сложностей. Постарайтесь временно ограничить себя в расходах - лучше иметь не так много, но не быть при этом никому должным.
";;;;;;;;;;;
15.06.2013;Козерог;"
Ситуация Козерогов близка к стабильной. Это значит, что резких изменений, ни в лучшую, ни в худшую сторону, не предвидится. Кроме того все ближайшее время можно рассчитывать на определенное постоянство.
";;;;;;;;;;;
15.06.2013;Водолей;"
Водолеям пора перейти от теории к практике. Все, что вы недавно обдумывали относительно перспектив на ближайшее будущее, вполне обоснованно - осталось лишь найти подходящий способ воплотить ваши замыслы в жизнь.
";;;;;;;;;;;
15.06.2013;Рыбы;"
Рыбы перестанут чувствовать поддержку человека, присутствия которого вы раньше никак не ощущали. Хороший шанс понять, что ценить стоит людей по поступкам, а не по их ярким проявлениям.
";;;;;;;;;;;
16.06.2013;Овен;"
Овнам предстоит пройти через полосу мелких неудач. Не исключена поломка автомобиля. Остерегайтесь неожиданностей - есть риск опоздания на важную встречу.
";;;;;;;;;;;
16.06.2013;Телец;"
Тельцам стоит побеспокоиться о предстоящих испытаниях. Это могут быть экзамены, собеседование, или важный разговор. Старайтесь не отвлекаться на незначительные события. Для успешного достижения цели необходимо собраться с мыслями.
";;;;;;;;;;;
16.06.2013;Близнецы;"
Близнецы имеют риск конфликта с близкими людьми, например, с родственниками. Берегите семейные отношения - они страдают от любого конфликта.
";;;;;;;;;;;
16.06.2013;Рак;"
Ракам пора решиться на дело, которое они давно обдумывают. Если это касается личной жизни - проявите решительность. Вы уже так тщательно перебрали все тонкости, что задуманное просто не может не получиться.
";;;;;;;;;;;
16.06.2013;Лев;"
Львы увлечены новой романтической историей, во всяком случае, у вас есть тенденция предполагать «что было бы если?..». Храните то, что уже имеете, в противном случае, если вы считаете, что ваша текущая жизнь настолько тусклая - попробуйте в корне изменить свое отношение к действительности.
";;;;;;;;;;;
16.06.2013;Дева;"
Девам легко будет работать в команде. - день, когда ваше предчувствие не обманет. Возможность предугадывать мысли и поступки других людей, придаст уверенности, которой иногда так не хватает.
";;;;;;;;;;;
16.06.2013;Весы;"
Для Весов наилучшим способом времяпровождения станет прогулка, поход в магазин, или выход в свет. Отличный шанс продемонстрировать манеры, проявить общительность, повысить свою значимость в глазах окружающих.
";;;;;;;;;;;
16.06.2013;Скорпион;"
Скорпионы рискуют неоправданными денежными затратами. Это может быть связано с требованиями со стороны. Кстати, не будет лишним напомнить, что отношения, строящиеся на материальной выгоде, вряд ли приведут к чему-то хорошему.
";;;;;;;;;;;
16.06.2013;Стрелец;"
Стрельцы проведут день беспокойно. Праздничное настроение, желание красочного времяпровождения могут привести вас на концерт, ярмарку, распродажу, или к старому другу, с которым всегда есть о чем поговорить за рюмочкой чая.
";;;;;;;;;;;
16.06.2013;Козерог;"
Козероги получат отличную возможность проверить свои знания. Вам предстоит освобождение от стереотипов, новые открытия, что повлечет изменение отношения к некоторым вещам.
";;;;;;;;;;;
16.06.2013;Водолей;"
Водолеям стоит поберечь здоровье. Предполагаемые стрессы или ссоры могут сказаться крайне негативно, особенно если в результате вы осознаете, что были неправы.
";;;;;;;;;;;
16.06.2013;Рыбы;"
Творческие наклонности Рыб проявятся наилучшим образом, притом данное обстоятельство притянет к вам внимание значительной, интересной личности. Есть вероятность того, что завяжутся новые отношения.
";;;;;;;;;;;
17.06.2013;Овен;"
Овнов ждет продвижение по карьерной лестнице, для учащихся станут доступны новые уровни знаний, измениться к лучшему отношение преподавателей. Наконец, тех, кто привык полагаться на судьбу, она щедро вознаградит приятными неожиданностями. 
";;;;;;;;;;;
17.06.2013;Телец;"
Тельцам предстоит провести настороже. Однако к концу дня палитра вашего настроения резко изменится, и на смену неосознанной напряженности придет умиротворение.
";;;;;;;;;;;
17.06.2013;Близнецы;"
Близнецам предстоит поискать новые возможности. Очевидным станет разрешение проблем, ранее вызывавших глубокое беспокойство. Ваша неудовлетворенность текущей ситуацией будет разрешена на ближайшее время.
";;;;;;;;;;;
17.06.2013;Рак;"
Ракам стоит посетить общественное место. Как бы там ни было, не идите поперек течения -этого делать не стоит. Также стоит воздержаться от серьезных трат, даже если необходимо потратить какие-то деньги - пусть это будет сделано для улучшения своего настроения и настроения окружающих.
";;;;;;;;;;;
17.06.2013;Лев;"
Львы озадачены отсутствием внимания к своим достижениям. Вы считаете, что ваши успехи недооценивают. Главное - не поддавайтесь общественному мнению, люди не всегда способны сходу оценить по достоинству нечто, действительно стоящее.
";;;;;;;;;;;
17.06.2013;Дева;"
Девам предстоит принять важное решение. Скорее всего, это будет связано со службой, или с иной сферой деятельности, обеспечивающей материальный доход.От результата сегодняшних действий зависят обстоятельства, складывающиеся в будущем.
";;;;;;;;;;;
17.06.2013;Весы;"
Весов ожидает разочарование, возможно, общечеловеческого характера. Однако не спешите с выводами, постарайтесь проанализировать собственное поведение, ведь вы тоже не всегда поступаете идеально. 
";;;;;;;;;;;
17.06.2013;Скорпион;"
Скорпионам предстоит торжествовать в вопросах быта и главенствующей позиции в доме. Если совсем недавно вы подверглись необоснованным обвинениям, то 17, скорее всего, вам удастся восстановить справедливость.
";;;;;;;;;;;
17.06.2013;Стрелец;"
Стрельцам придется проявить настойчивость, чтобы утвердить свою позицию. Тем более это обстоятельство становится существенно, чем больше зависит от вашего конкретного выбора. Помните, что люди иногда нуждаются в вашем покровительстве.
";;;;;;;;;;;
17.06.2013;Козерог;"
Благоприятное окончание дня ожидает Козерогов. Это будет связано с благодарностью, комплиментом, или признанием ваших достижений авторитетными.
";;;;;;;;;;;
17.06.2013;Водолей;"
Водолеи окажутся в замешательстве.принесет различные перспективы в противоречащих друг другу направлениях. Одновременно с этим вы будете видеть угрозу, или какие-то предостерегающие знамения. Знайте, что в этот день ничто не угрожает реализации ваших планов, и смело приступайте к делу.
";;;;;;;;;;;
17.06.2013;Рыбы;"
Рыбы углубляются в свое подсознание. Это может быть связано с переживанием событий прошлого, или подробный анализ отношений с близкими людьми. Этот день лучше провести в компании, и не оставаться наедине с самим собой.
";;;;;;;;;;;
18.06.2013;Овен;"
Овны продолжают давно начатое дело. Что касается ваших планов, то их реализацию придется отложить на более подходящее время. Упорный труд не даст скорых результатов. Возникшее раздражение можно будет снять, занявшись делом, в котором необходима развитая мелкая моторика рук.
";;;;;;;;;;;
18.06.2013;Телец;"
Тельцов ждут общественные поручения, и вы их выполните с блеском. Внезапно возникшие обиды со стороны родственников тоже предстоит решать при помощи серьезного диалога.
";;;;;;;;;;;
18.06.2013;Близнецы;"
Близнецов ожидает напряженная работа, причем сразу в нескольких направлениях. Кроме того, еще необходимо прикрывать тылы - ведь ваши недоброжелатели стоят на страже, они не прочь исказить ваши реальные успехи в невыгодную сторону. Будьте осторожны!
";;;;;;;;;;;
